id,created_at,username,text,topic,likes,retweets,date,processed_text,compound,pos,neu,neg,sentiment
1144,2025-04-17 13:00:21,user_13,Politicians continue to ignore the climate crisis. Shameful!,climate change,123,37,2025-04-17,politicians continue to ignore the climate crisis shameful,-0.8689,0.0,0.338,0.662,Negative
1145,2025-04-19 13:00:21,user_54,The latest phone has same features but costs more. Not worth upgrading.,technology,20,9,2025-04-19,the latest phone has same features but costs more not worth upgrading,-0.3435,0.0,0.82,0.18,Negative
1146,2025-04-15 13:00:21,user_18,Grateful for the healthcare workers during these challenging times!,healthcare,18,5,2025-04-15,grateful for the healthcare workers during these challenging times,0.5574,0.397,0.603,0.0,Positive
1147,2025-04-19 13:00:21,user_86,Frustrating to see so little progress on reducing carbon emissions.,climate change,34,6,2025-04-19,frustrating to see so little progress on reducing carbon emissions,-0.0296,0.204,0.585,0.212,Neutral
1148,2025-04-15 13:00:21,user_74,The latest phone has same features but costs more. Not worth upgrading.,technology,18,2,2025-04-15,the latest phone has same features but costs more not worth upgrading,-0.3435,0.0,0.82,0.18,Negative
1149,2025-04-20 13:00:21,user_40,New study shows mixed results on treatment effectiveness.,healthcare,0,0,2025-04-20,new study shows mixed results on treatment effectiveness,0.0,0.0,1.0,0.0,Neutral
1150,2025-04-15 13:00:21,user_56,Budget cuts to education are hurting our children's future. Unacceptable!,education,23,6,2025-04-15,budget cuts to education are hurting our childrens future unacceptable,-0.7845,0.0,0.47,0.53,Negative
1151,2025-04-20 13:00:21,user_70,This new AI assistant is amazing! Saving me hours of work.,technology,0,0,2025-04-20,this new ai assistant is amazing saving me hours of work,0.5859,0.275,0.725,0.0,Positive
1152,2025-04-15 13:00:21,user_10,This new AI assistant is amazing! Saving me hours of work.,technology,23,7,2025-04-15,this new ai assistant is amazing saving me hours of work,0.5859,0.275,0.725,0.0,Positive
1153,2025-04-12 13:00:21,user_29,The latest phone has same features but costs more. Not worth upgrading.,technology,21,5,2025-04-12,the latest phone has same features but costs more not worth upgrading,-0.3435,0.0,0.82,0.18,Negative
1154,2025-04-12 13:00:21,user_65,Excited about new breakthroughs in renewable energy! #ClimateAction,climate change,4,0,2025-04-12,excited about new breakthroughs in renewable energy climateaction,0.5423,0.429,0.571,0.0,Positive
1155,2025-04-19 13:00:21,user_30,Grateful for the healthcare workers during these challenging times!,healthcare,57,16,2025-04-19,grateful for the healthcare workers during these challenging times,0.5574,0.397,0.603,0.0,Positive
1156,2025-04-20 13:00:21,user_95,Budget cuts to education are hurting our children's future. Unacceptable!,education,24,6,2025-04-20,budget cuts to education are hurting our childrens future unacceptable,-0.7845,0.0,0.47,0.53,Negative
1157,2025-04-15 13:00:21,user_61,Excited about new breakthroughs in renewable energy! #ClimateAction,climate change,199,80,2025-04-15,excited about new breakthroughs in renewable energy climateaction,0.5423,0.429,0.571,0.0,Positive
1158,2025-04-17 13:00:21,user_93,The latest phone has same features but costs more. Not worth upgrading.,technology,15,2,2025-04-17,the latest phone has same features but costs more not worth upgrading,-0.3435,0.0,0.82,0.18,Negative
1159,2025-04-15 13:00:21,user_9,Studies show varying impacts of climate change across different regions.,climate change,28,11,2025-04-15,studies show varying impacts of climate change across different regions,0.0,0.0,1.0,0.0,Neutral
1160,2025-04-21 13:00:21,user_100,University enrollment numbers remain stable compared to last year.,education,36,6,2025-04-21,university enrollment numbers remain stable compared to last year,0.296,0.216,0.784,0.0,Positive
1161,2025-04-13 13:00:21,user_39,Grateful for the healthcare workers during these challenging times!,healthcare,264,57,2025-04-13,grateful for the healthcare workers during these challenging times,0.5574,0.397,0.603,0.0,Positive
1162,2025-04-15 13:00:21,user_65,This new AI assistant is amazing! Saving me hours of work.,technology,32,10,2025-04-15,this new ai assistant is amazing saving me hours of work,0.5859,0.275,0.725,0.0,Positive
1163,2025-04-15 13:00:21,user_17,Interesting developments in quantum computing announced today.,technology,66,14,2025-04-15,interesting developments in quantum computing announced today,0.4019,0.31,0.69,0.0,Positive
1164,2025-04-12 13:00:21,user_29,Election results announced today. No major surprises.,politics,105,13,2025-04-12,election results announced today no major surprises,-0.0772,0.209,0.549,0.242,Negative
1165,2025-04-12 13:00:21,user_92,The latest phone has same features but costs more. Not worth upgrading.,technology,7,1,2025-04-12,the latest phone has same features but costs more not worth upgrading,-0.3435,0.0,0.82,0.18,Negative
1166,2025-04-15 13:00:21,user_34,So happy with the new school curriculum focusing on critical thinking!,education,61,12,2025-04-15,so happy with the new school curriculum focusing on critical thinking,0.4005,0.261,0.589,0.15,Positive
1167,2025-04-20 13:00:21,user_70,The latest phone has same features but costs more. Not worth upgrading.,technology,28,9,2025-04-20,the latest phone has same features but costs more not worth upgrading,-0.3435,0.0,0.82,0.18,Negative
1168,2025-04-15 13:00:21,user_86,Trees planted today will help our planet breathe tomorrow. #ClimateAction,climate change,140,27,2025-04-15,trees planted today will help our planet breathe tomorrow climateaction,0.4019,0.231,0.769,0.0,Positive
1169,2025-04-12 13:00:21,user_82,Climate conference scheduled for next month in Geneva. #ClimateChange,climate change,148,72,2025-04-12,climate conference scheduled for next month in geneva climatechange,0.0,0.0,1.0,0.0,Neutral
1170,2025-04-19 13:00:21,user_74,Medical bills are crushing families. System needs reform now!,healthcare,82,36,2025-04-19,medical bills are crushing families system needs reform now,-0.3612,0.0,0.762,0.238,Negative
1171,2025-04-12 13:00:21,user_87,So happy with the new school curriculum focusing on critical thinking!,education,21,5,2025-04-12,so happy with the new school curriculum focusing on critical thinking,0.4005,0.261,0.589,0.15,Positive
1172,2025-04-18 13:00:21,user_68,University enrollment numbers remain stable compared to last year.,education,236,42,2025-04-18,university enrollment numbers remain stable compared to last year,0.296,0.216,0.784,0.0,Positive
1173,2025-04-15 13:00:21,user_60,Election results announced today. No major surprises.,politics,3,1,2025-04-15,election results announced today no major surprises,-0.0772,0.209,0.549,0.242,Negative
1174,2025-04-17 13:00:21,user_50,Grateful for the healthcare workers during these challenging times!,healthcare,62,26,2025-04-17,grateful for the healthcare workers during these challenging times,0.5574,0.397,0.603,0.0,Positive
1175,2025-04-14 13:00:21,user_37,Disgusted by the corruption in government. We deserve better!,politics,79,14,2025-04-14,disgusted by the corruption in government we deserve better,-0.128,0.218,0.526,0.256,Negative
1176,2025-04-13 13:00:21,user_51,Impressed by the bipartisan effort on the new infrastructure bill!,politics,50,8,2025-04-13,impressed by the bipartisan effort on the new infrastructure bill,0.4767,0.256,0.744,0.0,Positive
1177,2025-04-20 13:00:21,user_69,University enrollment numbers remain stable compared to last year.,education,156,38,2025-04-20,university enrollment numbers remain stable compared to last year,0.296,0.216,0.784,0.0,Positive
1178,2025-04-13 13:00:21,user_90,Trees planted today will help our planet breathe tomorrow. #ClimateAction,climate change,29,9,2025-04-13,trees planted today will help our planet breathe tomorrow climateaction,0.4019,0.231,0.769,0.0,Positive
1179,2025-04-21 13:00:21,user_96,The latest phone has same features but costs more. Not worth upgrading.,technology,29,9,2025-04-21,the latest phone has same features but costs more not worth upgrading,-0.3435,0.0,0.82,0.18,Negative
1180,2025-04-19 13:00:21,user_13,Interesting developments in quantum computing announced today.,technology,95,29,2025-04-19,interesting developments in quantum computing announced today,0.4019,0.31,0.69,0.0,Positive
1181,2025-04-14 13:00:21,user_75,Frustrating to see so little progress on reducing carbon emissions.,climate change,69,8,2025-04-14,frustrating to see so little progress on reducing carbon emissions,-0.0296,0.204,0.585,0.212,Neutral
1182,2025-04-21 13:00:21,user_19,The latest phone has same features but costs more. Not worth upgrading.,technology,38,10,2025-04-21,the latest phone has same features but costs more not worth upgrading,-0.3435,0.0,0.82,0.18,Negative
1183,2025-04-13 13:00:21,user_38,Studies show varying impacts of climate change across different regions.,climate change,124,40,2025-04-13,studies show varying impacts of climate change across different regions,0.0,0.0,1.0,0.0,Neutral
1184,2025-04-21 13:00:21,user_16,Disgusted by the corruption in government. We deserve better!,politics,48,22,2025-04-21,disgusted by the corruption in government we deserve better,-0.128,0.218,0.526,0.256,Negative
1185,2025-04-16 13:00:21,user_47,This new AI assistant is amazing! Saving me hours of work.,technology,29,8,2025-04-16,this new ai assistant is amazing saving me hours of work,0.5859,0.275,0.725,0.0,Positive
1186,2025-04-21 13:00:21,user_97,Disgusted by the corruption in government. We deserve better!,politics,30,5,2025-04-21,disgusted by the corruption in government we deserve better,-0.128,0.218,0.526,0.256,Negative
1187,2025-04-21 13:00:21,user_3,Interesting developments in quantum computing announced today.,technology,7,1,2025-04-21,interesting developments in quantum computing announced today,0.4019,0.31,0.69,0.0,Positive
1188,2025-04-21 13:00:21,user_11,Election results announced today. No major surprises.,politics,88,20,2025-04-21,election results announced today no major surprises,-0.0772,0.209,0.549,0.242,Negative
1189,2025-04-12 13:00:21,user_24,New study shows mixed results on treatment effectiveness.,healthcare,5,0,2025-04-12,new study shows mixed results on treatment effectiveness,0.0,0.0,1.0,0.0,Neutral
1190,2025-04-17 13:00:21,user_75,Budget cuts to education are hurting our children's future. Unacceptable!,education,31,7,2025-04-17,budget cuts to education are hurting our childrens future unacceptable,-0.7845,0.0,0.47,0.53,Negative
1191,2025-04-14 13:00:21,user_39,Excited about new breakthroughs in renewable energy! #ClimateAction,climate change,26,12,2025-04-14,excited about new breakthroughs in renewable energy climateaction,0.5423,0.429,0.571,0.0,Positive
1192,2025-04-20 13:00:21,user_94,Grateful for the healthcare workers during these challenging times!,healthcare,0,0,2025-04-20,grateful for the healthcare workers during these challenging times,0.5574,0.397,0.603,0.0,Positive
1193,2025-04-18 13:00:21,user_98,So happy with the new school curriculum focusing on critical thinking!,education,85,9,2025-04-18,so happy with the new school curriculum focusing on critical thinking,0.4005,0.261,0.589,0.15,Positive
1194,2025-04-19 13:00:21,user_67,New study shows mixed results on treatment effectiveness.,healthcare,39,15,2025-04-19,new study shows mixed results on treatment effectiveness,0.0,0.0,1.0,0.0,Neutral
1195,2025-04-15 13:00:21,user_44,New study shows mixed results on treatment effectiveness.,healthcare,14,6,2025-04-15,new study shows mixed results on treatment effectiveness,0.0,0.0,1.0,0.0,Neutral
1196,2025-04-19 13:00:21,user_35,Grateful for the healthcare workers during these challenging times!,healthcare,111,16,2025-04-19,grateful for the healthcare workers during these challenging times,0.5574,0.397,0.603,0.0,Positive
1197,2025-04-18 13:00:21,user_95,Another devastating hurricane. How much more evidence do we need? #ClimateEmergency,climate change,28,5,2025-04-18,another devastating hurricane how much more evidence do we need climateemergency,-0.6486,0.0,0.699,0.301,Negative
1198,2025-04-20 13:00:21,user_69,New study shows mixed results on treatment effectiveness.,healthcare,84,20,2025-04-20,new study shows mixed results on treatment effectiveness,0.0,0.0,1.0,0.0,Neutral
1199,2025-04-17 13:00:21,user_87,Election results announced today. No major surprises.,politics,21,6,2025-04-17,election results announced today no major surprises,-0.0772,0.209,0.549,0.242,Negative
